project_id,spatial_unit,spatial_location,lat,lon,nr_fields,nr_farmers,man_mean_date,man_sd_date,nr_fields_irrigated,nr_fields_weeded,nr_fields_tilled,nr_fields_sowed,nr_fields_harvested,nr_fields_urea,nr_fields_dap,nr_fields_potash,nr_fields_zinc,nr_fields_fungicide,nr_fields_herbicide,nr_fields_pesticide,mean_urea_kg_acre,sd_urea_kg_acre,mean_dap_kg_acre,sd_dap_kg_acre,mean_potash_kg_acre,sd_potash_kg_acre,mean_zinc_kg_acre,sd_zinc_kg_acre,mean_fungicide_kg_acre,sd_fungicide_kg_acre,mean_herbicide_kg_acre,sd_herbicide_kg_acre,dam_mean_date,dam_sd_date,nr_fields_dam_rain,nr_fields_dam_hail,nr_fields_dam_high_temp,nr_fields_dam_low_temp,nr_fields_dam_pest,nr_fields_dam_lodging,nr_fields_dam_wildlife,nr_fields_dam_fire,nr_fields_dam_unclassified,mean_qa,mean_spread,mean_nr_values,total_nr_values,mean_duration,mean_sowing_date,sd_sowing_date,rising,falling,rising_lower_ci,rising_upper_ci,falling_lower_ci,falling_upper_ci
1,worldclim_2.5,12318148,30.6041666666665,76.1458333333335,3,3,2017-02-09,51.6849430040639,2,0,0,1,0,1,1,0,0,0,1,2,122.5,55,0,NA,NA,NA,NA,NA,NA,NA,150,0,2016-12-22,34.2003898613257,1,0,0,1,1,0,0,0,2,12,12.9377394636015,13,39,73,NA,NA,2016-12-04,2017-03-03,2016-12-05,2016-12-03,2017-02-25,2017-03-07
1,worldclim_2.5,12318151,30.6041666666665,76.2708333333335,7,5,2016-12-13,21.9652131388542,1,0,0,3,0,2,0,0,0,0,2,0,50,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,10.7142857142857,6.55973608955777,11.7142857142857,82,31.5714285714286,NA,NA,2016-12-27,2017-03-03,2016-12-28,2016-12-25,2017-02-27,2017-03-07
1,worldclim_2.5,12335435,30.5208333333335,76.4375,1,1,2017-02-08,81.317279836453,1,0,0,1,0,1,0,0,0,0,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,26,5.30769230769231,27,27,138,NA,NA,2016-12-17,2017-01-07,2016-12-19,2016-12-15,2017-01-03,2017-02-12
1,worldclim_2.5,12335436,30.5208333333335,76.4791666666665,26,23,2017-01-23,45.6067597655528,16,2,0,15,1,13,5,1,1,4,5,4,119.161764705882,78.2757487642279,0,0,0,NA,0,NA,0,0,8.33333333333333,25.7247877713763,2017-02-18,41.8660562588198,4,2,0,1,1,2,1,0,1,27.0454545454545,6.91658268402616,24,624,91.7307692307692,NA,NA,2016-12-21,2017-02-24,2016-12-24,2016-12-19,2017-02-21,2017-02-26
1,worldclim_2.5,12361352,30.3958333333335,76.3125,1,1,2016-12-13,9.89949493661167,1,0,0,0,0,1,0,0,0,0,0,0,37.5,17.6776695296637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,6,3.66666666666667,7,7,22,NA,NA,NA,NA,NA,NA,NA,NA
1,worldclim_2.5,12361353,30.3958333333335,76.3541666666665,1,1,2017-02-14,39.7851870815145,1,0,0,1,0,1,0,0,0,1,0,1,50,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,25,4.24,26,26,106,NA,NA,2016-12-24,2017-02-05,2016-12-25,2016-12-23,2017-02-02,2017-02-11
1,worldclim_2.5,12369991,30.3541666666665,76.2708333333335,1,1,2017-01-28,58.5772993573449,1,0,0,0,1,1,0,0,0,0,0,0,31.6666666666667,16.0727512683216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-19,74.7283971013251,1,1,0,0,0,1,0,0,1,48,3.39583333333333,49,49,163,NA,NA,2016-12-12,2017-03-03,2016-12-14,2016-12-11,2017-02-24,2017-03-07
1,worldclim_2.5,12369992,30.3541666666665,76.3125,15,14,2017-02-05,48.0877140936565,11,0,0,6,1,9,4,0,0,1,1,0,31,30.3228244761356,12.5,30.6186217847897,NA,NA,NA,NA,0,NA,0,0,2017-03-13,23.8812296859507,2,4,2,1,0,2,2,0,1,23.1428571428571,6.69375471400682,22.6,339,88.7333333333333,NA,NA,2016-12-10,2017-02-10,2016-12-12,2016-12-08,2017-02-09,2017-02-13
1,worldclim_2.5,12369993,30.3541666666665,76.3541666666665,6,6,2017-01-22,44.026036125518,4,0,1,4,0,4,0,1,1,1,4,2,38.8888888888889,11.3183291683622,NA,NA,0,NA,0,0,25,35.3553390593274,0,0,2017-02-04,44.180671845343,3,2,3,0,0,2,0,0,2,26.3333333333333,9.09277956213439,27.3333333333333,164,117.833333333333,NA,NA,2016-12-08,2017-02-14,2016-12-10,2016-12-06,2017-02-11,2017-02-19
1,worldclim_2.5,12369994,30.3541666666665,76.3958333333335,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA
1,worldclim_2.5,12369998,30.3541666666665,76.5625,4,4,2017-02-06,57.8063268905007,1,0,1,2,0,1,1,0,0,0,0,1,62.5,25,62.5,25,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-31,0,1,0,0,0,0,0,0,0,0,22.5,6.75714285714285,12.25,49,48.25,NA,NA,2016-12-07,2017-02-08,2016-12-10,2016-12-06,2017-02-07,2017-02-09
1,worldclim_2.5,12378638,30.3125,76.5625,5,5,2017-01-07,52.5711682492641,4,0,0,4,0,3,2,0,0,3,3,1,22.9,19.1046823812616,0.363636363636364,0.504524979109513,NA,NA,NA,NA,0,0,0,0,2017-02-10,43.1451040096092,3,1,1,0,2,2,0,0,1,36.4,3.2993778280543,37.4,187,120,NA,NA,2016-12-05,2017-02-11,2016-12-09,2016-12-03,2017-02-08,2017-02-13
1,worldclim_2.5,12378639,30.3125,76.6041666666665,12,12,2017-01-07,42.650638014887,8,1,1,7,0,8,5,0,0,1,2,2,53.8076923076923,50.073561272008,18.8571428571429,47.0888801880299,NA,NA,NA,NA,0,0,104.444444444444,44.7524052736585,2017-03-01,35.3584816164696,1,0,0,0,2,4,0,0,0,18.5454545454545,10.1425610494999,18,216,94.4166666666667,NA,NA,2016-12-06,2017-02-15,2016-12-08,2016-12-05,2017-02-13,2017-02-16
1,worldclim_2.5,12387270,30.2708333333335,76.2291666666665,2,2,2017-01-15,48.5766943924269,2,0,0,2,0,2,1,0,0,0,1,2,39,18.9208879284245,4,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-02-09,28.0659936578059,2,0,0,0,0,2,0,0,0,50,4.29471544715447,51,102,133.5,NA,NA,2016-12-04,2017-02-10,2016-12-05,2016-12-03,2017-02-07,2017-02-12
1,worldclim_2.5,12387271,30.2708333333335,76.2708333333335,9,9,2017-01-31,52.2465947853701,5,0,0,2,2,4,0,0,0,0,3,0,44.6666666666667,16,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2017-03-27,12.1037184369102,4,2,0,0,0,4,0,0,0,23.6666666666667,5.71762630978317,24.6666666666667,222,103.333333333333,NA,NA,2016-12-06,2017-02-10,2016-12-07,2016-12-05,2017-02-08,2017-02-11
1,worldclim_2.5,12387293,30.2708333333335,77.1875,1,1,2017-01-13,10.1094015648801,1,0,0,0,0,1,1,0,0,0,0,0,75,28.8675134594813,62.5,47.8713553878169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,21,2.66666666666667,22,22,56,NA,NA,2017-01-04,2017-01-18,2017-01-12,2016-12-30,2017-01-17,2017-01-19
1,worldclim_2.5,12387294,30.2708333333335,77.2291666666665,2,2,2017-03-05,42.9941856534113,1,0,0,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,18,2.77777777777778,10.5,21,50,NA,NA,2016-12-31,2017-02-08,2017-01-04,2016-12-28,2017-02-04,2017-02-12
1,worldclim_2.5,12387295,30.2708333333335,77.2708333333335,7,7,2017-01-27,41.0222776117909,5,0,0,2,1,5,2,1,0,1,0,3,38.0833333333333,21.8942015293105,36,32.86335345031,0,0,NA,NA,0,NA,NA,NA,2017-03-08,20.2505143967587,3,1,0,0,0,1,0,0,0,23.2857142857143,9.4531392520523,24.2857142857143,170,111.714285714286,NA,NA,2017-01-07,2017-02-06,2017-01-09,2017-01-04,2017-02-02,2017-02-09
1,worldclim_2.5,12395909,30.2291666666665,76.1875,2,2,2016-12-25,18.0092568789868,1,0,0,0,0,1,0,1,0,0,1,0,2,NA,NA,NA,2,NA,NA,NA,NA,NA,0,NA,2017-02-05,NA,0,0,0,0,0,0,0,0,1,20.5,12.125,21.5,43,75.5,NA,NA,2016-12-27,2017-02-22,2016-12-30,2016-12-23,2017-02-20,2017-02-24
1,worldclim_2.5,12395911,30.2291666666665,76.2708333333335,12,10,2017-01-22,36.1186657872759,11,0,1,4,1,9,2,0,0,0,2,3,58.258064516129,59.5134079204018,80,63.2455532033676,NA,NA,NA,NA,NA,NA,100,64.5497224367903,2017-02-10,33.4223802887049,9,7,2,0,2,4,0,0,1,21.2727272727273,8.41553924008628,20.5,246,95.4166666666667,NA,NA,2016-12-15,2017-02-13,2016-12-19,2016-12-13,2017-02-11,2017-02-16
1,worldclim_2.5,12395932,30.2291666666665,77.1458333333335,4,4,2017-01-17,41.6426421967051,2,0,0,0,1,4,2,2,3,2,2,1,85.7894736842105,58.0182440527008,83.2857142857143,65.8132703534921,95,60.086476143843,99.6428571428571,62.0383479289755,7.14285714285714,18.8982236504614,16,21.9089023002066,2017-03-01,27.3874556553311,2,1,0,0,0,0,0,0,0,49,2.74802654801758,50,200,107.5,NA,NA,2016-12-06,2017-02-05,2016-12-08,2016-12-03,2017-02-03,2017-02-07
1,worldclim_2.5,12395933,30.2291666666665,77.1875,12,12,2017-01-26,39.8658734477085,10,0,1,4,0,9,7,3,3,2,1,0,57.4893617021277,40.0477282319514,25.0833333333333,26.0260650234733,0,0,0.625,0.517549169506766,0,0,0,NA,2017-03-08,23.8938625313419,2,0,0,0,0,0,0,0,1,20.8333333333333,7.35727039051799,21.8333333333333,262,105.916666666667,NA,NA,2016-12-18,2017-02-22,2016-12-19,2016-12-16,2017-02-19,2017-02-25
1,worldclim_2.5,12395934,30.2291666666665,77.2291666666665,17,15,2017-01-21,50.069594539062,10,2,1,9,1,11,3,1,1,0,3,6,31.65,22.1888426206079,8.33333333333333,20.4124145231932,0,0,50,NA,NA,NA,0,0,2017-01-07,40.1330850562106,6,1,2,2,2,2,3,0,0,19.6666666666667,9.25896891569441,18.3529411764706,312,96.4705882352941,NA,NA,2016-12-09,2017-02-13,2016-12-11,2016-12-08,2017-02-11,2017-02-14
1,worldclim_2.5,12404549,30.1875,76.1875,3,3,2017-04-09,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,4,14.375,2.66666666666667,8,38.3333333333333,NA,NA,2017-01-18,2017-02-17,2017-01-19,2017-01-17,2017-02-16,2017-02-18
1,worldclim_2.5,12404550,30.1875,76.2291666666665,3,3,2017-03-09,43.1765478670341,1,0,0,3,0,2,0,0,0,0,0,1,85.3333333333333,87.1225190942809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-02-26,35.9212100761282,2,0,0,0,0,0,0,0,1,14.3333333333333,13.3809523809524,15.3333333333333,46,123.666666666667,NA,NA,2016-12-15,2017-02-02,2016-12-17,2016-12-13,2017-01-25,2017-02-26
1,worldclim_2.5,12404552,30.1875,76.3125,14,14,2017-01-25,42.9780737678859,14,1,0,8,0,11,2,1,1,0,2,2,31.8863636363636,34.9871843042436,0.115384615384615,0.588348405414552,0,NA,0,NA,NA,NA,0,0,2017-03-17,38.037325027374,2,7,0,0,0,3,0,0,0,31.7142857142857,6.22538992595361,32.7142857142857,458,132.785714285714,NA,NA,2016-12-06,2017-02-10,2016-12-08,2016-12-05,2017-02-09,2017-02-11
1,worldclim_2.5,12404553,30.1875,76.3541666666665,3,3,2017-01-15,47.3711826680359,3,0,0,2,1,2,1,0,0,0,0,1,80,67.0820393249937,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2017-02-18,65.7662527440936,2,2,0,0,0,1,0,0,0,22.6666666666667,4.91449960598897,23.6666666666667,71,99.3333333333333,NA,NA,2016-12-15,2017-02-10,2016-12-18,2016-12-13,2017-02-07,2017-02-13
1,worldclim_2.5,12404554,30.1875,76.3958333333335,3,3,2016-12-01,10.9224539367305,1,1,2,2,0,1,2,1,1,1,0,1,3,0,2.4,1.34164078649987,3,0,3,0,3,0,NA,NA,2016-12-04,9.63932916061417,1,1,1,1,1,1,0,0,1,4.5,13.825,4,12,44,NA,NA,2016-12-06,2017-01-30,2017-01-04,2016-12-02,2017-01-10,2017-02-26
1,worldclim_2.5,12404574,30.1875,77.2291666666665,12,12,2017-01-17,43.7445173215904,7,2,1,4,0,8,4,1,1,3,1,4,608,2070.91710762808,12.75,24.8378072032671,25,35.3553390593274,25,35.3553390593274,0,0,0,NA,2016-12-20,22.0547209070012,3,2,0,0,0,0,1,0,1,13.5,10.4138176366362,12.3333333333333,148,79.3333333333333,NA,NA,2017-01-16,2017-02-24,2017-01-19,2017-01-14,2017-02-20,2017-02-28
1,worldclim_2.5,12413191,30.1458333333335,76.2708333333335,4,4,2017-01-13,40.4399417517989,1,0,0,2,0,1,2,0,0,0,1,0,50,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,2017-03-17,5.50454357780915,0,0,0,0,0,1,0,0,0,20,6.03888888888889,16,64,65.75,NA,NA,2016-12-16,2017-02-11,2016-12-19,2016-12-15,2017-02-03,2017-02-17
1,worldclim_2.5,12413217,30.1458333333335,77.3541666666665,10,9,2017-01-09,32.6669012424137,5,3,0,3,0,8,6,1,1,0,0,2,17.3888888888889,23.7292048623356,6.875,16.8438910785681,12.5,25,12.5,25,NA,NA,NA,NA,2017-02-16,41.3388437187109,1,2,1,0,1,0,1,0,1,10.75,15.7483928571429,9.6,96,73.5,NA,NA,2017-01-10,2017-03-06,2017-01-14,2017-01-06,2017-02-26,2017-03-10
1,worldclim_2.5,12413218,30.1458333333335,77.3958333333335,2,2,2017-03-02,46.6690475583121,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-02-19,34.4189870081423,0,1,1,0,0,0,0,0,0,5.5,7.2,6.5,13,67.5,NA,NA,2016-12-07,2017-02-04,2017-01-20,2016-11-30,2017-02-01,2017-02-12
1,worldclim_2.5,12413219,30.1458333333335,77.4375,2,2,2017-01-22,59.5734840344259,1,0,0,0,0,1,0,0,0,0,0,0,25.5,34.6482322781408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,38,3.71052631578947,20,40,70.5,NA,NA,2016-12-09,2017-02-07,2016-12-25,2016-12-05,2017-02-01,2017-02-13
1,worldclim_2.5,12421830,30.1041666666665,76.2291666666665,9,9,2017-02-02,43.3548387778636,6,0,0,1,3,7,1,0,0,0,2,2,50.4166666666667,17.3805446788452,0,NA,NA,NA,NA,NA,NA,NA,0,0,2017-02-20,27.4170827874052,4,1,0,0,0,3,0,0,1,38.3333333333333,6.1231629420185,39.3333333333333,354,104.333333333333,NA,NA,2016-12-10,2017-02-23,2016-12-14,2016-12-02,2017-02-20,2017-02-24
1,worldclim_2.5,12421831,30.1041666666665,76.2708333333335,2,2,2017-01-17,22.9557545436143,1,0,0,0,0,1,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-01-16,NA,1,0,0,0,0,0,0,0,0,24,4.54166666666667,13,26,54.5,NA,NA,2017-01-17,2017-02-25,2017-01-31,2017-01-10,2017-02-22,2017-02-27
1,worldclim_2.5,12421832,30.1041666666665,76.3125,7,7,2017-02-06,38.698880989384,6,1,1,3,0,3,1,0,0,1,3,1,67.1428571428571,31.4718316987777,0,NA,NA,NA,NA,NA,0,NA,0,0,2017-02-08,39.2423905667239,3,3,1,2,1,2,0,0,1,24.2857142857143,6.19284408120615,25.2857142857143,177,93,NA,NA,2016-12-14,2017-02-11,2016-12-18,2016-12-11,2017-02-08,2017-02-16
1,worldclim_2.5,12482274,29.8125,74.7291666666665,8,7,2017-02-09,33.1831937982068,6,1,0,4,3,6,1,0,0,1,2,2,29.6923076923077,13.5854371502761,17,28.5832118559129,NA,NA,NA,NA,0,0,0,0,2017-02-18,30.6591476289432,0,1,2,1,0,0,0,0,0,34.7142857142857,6.32279842342342,31.625,253,103.625,NA,NA,2016-12-31,2017-02-03,2017-01-01,2016-12-30,2017-02-01,2017-02-05
1,worldclim_2.5,12482275,29.8125,74.7708333333335,7,6,2017-01-20,24.5691444121047,3,0,0,0,1,3,0,0,1,0,0,0,27.1666666666667,21.1037121537105,NA,NA,NA,NA,1.5,0.707106781186548,NA,NA,NA,NA,2017-01-13,37.5410886008029,1,0,1,0,0,0,1,0,0,6.5,4.61309523809523,6.57142857142857,46,30.1428571428571,NA,NA,2017-01-11,2017-02-05,2017-01-14,2017-01-09,2017-01-31,2017-02-08
1,worldclim_2.5,12490913,29.7708333333335,74.6875,1,1,2017-04-08,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,38,3,3,76,NA,NA,NA,2017-02-14,NA,NA,NA,NA
1,worldclim_2.5,12490914,29.7708333333335,74.7291666666665,9,9,2017-02-01,42.1414515963285,6,0,0,4,1,4,4,0,1,1,1,2,42.3181818181818,12.0569535899468,36.8181818181818,19.7829127370981,NA,NA,0,0,0,NA,0,NA,2017-02-11,37.3518579233026,0,0,3,1,3,1,2,0,0,14,16.3730492898914,13.4444444444444,121,92.4444444444444,NA,NA,2017-01-04,2017-02-04,2017-01-06,2017-01-02,2017-01-30,2017-02-07
1,worldclim_2.5,12490915,29.7708333333335,74.7708333333335,5,3,2017-02-17,28.3248283344887,3,0,0,2,1,4,2,0,0,0,1,0,35.625,13.2118723664957,2.27272727272727,7.35612357920625,NA,NA,NA,NA,NA,NA,0,NA,2017-01-20,22.4138146009848,0,0,1,2,1,0,0,0,0,14.6,8.01858054226475,15.6,78,70.4,NA,NA,2017-01-10,2017-02-19,2017-01-11,2017-01-09,2017-02-12,2017-02-24
1,worldclim_2.5,12508200,29.6875,74.9791666666665,1,1,2017-01-22,31.8198051533946,1,0,0,0,0,1,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,24,3.5,25,25,84,NA,NA,2016-12-28,2017-02-10,2017-01-13,2016-12-27,2017-02-05,2017-02-15
1,worldclim_2.5,12516840,29.6458333333335,74.9791666666665,13,12,2017-02-11,36.0084017331324,8,0,0,5,0,8,2,0,0,2,0,3,40.2,20.2879274446652,25,35.3553390593274,NA,NA,NA,NA,0,0,NA,NA,2017-01-05,NA,0,0,0,0,0,0,1,0,0,12.5384615384615,11.1370901620902,13.5384615384615,176,87.3846153846154,NA,NA,2016-12-30,2017-02-18,2016-12-31,2016-12-28,2017-02-15,2017-02-21
1,worldclim_2.5,12516841,29.6458333333335,75.0208333333335,9,9,2017-01-17,27.167124094739,6,0,0,1,0,6,0,0,0,0,1,0,57.8571428571429,24.2355655465813,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,6.44444444444444,17.3952532572098,7.44444444444444,67,62.1111111111111,NA,NA,2016-12-28,2017-02-20,2017-01-17,2016-12-27,2017-02-15,2017-02-24
1,worldclim_2.5,12516861,29.6458333333335,75.8541666666665,3,3,2017-01-17,33.9056424890105,3,0,0,1,0,3,0,0,0,0,2,0,37.2727272727273,11.6969304442739,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2017-03-13,8.66025403784439,0,0,0,0,0,1,0,0,1,45.6666666666667,1.94496024070492,46.6666666666667,140,72.6666666666667,NA,NA,2016-12-15,2017-02-06,2016-12-16,2016-12-13,2017-01-29,2017-02-11
1,worldclim_2.5,12516862,29.6458333333335,75.8958333333335,5,4,2017-01-23,40.3770062235791,2,0,0,1,1,3,0,0,2,0,0,3,19,19.7411824801425,NA,NA,NA,NA,12,0,NA,NA,NA,NA,2017-03-15,9,1,1,0,0,0,1,1,0,0,16,3.59833333333333,14.2,71,51.4,NA,NA,2016-12-12,2017-01-15,2016-12-14,2016-12-11,2017-01-11,2017-01-18
1,worldclim_2.5,12525480,29.6041666666665,74.9791666666665,1,1,2017-02-22,27.3663418575934,1,0,0,0,0,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-20,NA,0,0,1,0,0,0,0,0,0,23,4.69565217391304,24,24,108,NA,NA,2016-12-23,2017-02-04,2016-12-25,2016-12-22,2017-02-02,2017-02-06
1,worldclim_2.5,12525481,29.6041666666665,75.0208333333335,2,2,2017-01-14,33.7523063185048,2,0,0,0,0,2,0,0,0,1,0,0,40.7142857142857,9.75900072948533,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,30,3.84090909090909,31,62,102.5,NA,NA,2016-12-23,2017-02-15,2016-12-24,2016-12-22,2017-02-12,2017-02-18
1,worldclim_2.5,12525494,29.6041666666665,75.5625,4,4,2017-01-04,33.145409664359,2,0,0,2,0,2,0,0,0,0,1,1,7.55555555555556,15.9382488930804,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.707106781186548,NA,NA,0,0,0,0,0,0,0,0,0,9,11.675,5.5,22,51.25,NA,NA,2016-12-23,2017-01-11,2016-12-25,2016-12-21,2017-01-08,2017-02-28
1,worldclim_2.5,12525495,29.6041666666665,75.6041666666665,6,6,2017-02-19,40.430310411868,4,0,0,3,1,4,1,3,3,0,1,1,42.7777777777778,8.33333333333333,50,NA,41.6666666666667,14.4337567297406,12.5,25,NA,NA,0,NA,2017-03-03,33.4110760078151,0,1,1,0,2,0,0,0,0,13,7.25023088023088,14,84,89.6666666666667,NA,NA,2016-12-29,2017-03-01,2017-01-03,2016-12-26,2017-02-25,2017-03-04
1,worldclim_2.5,12525496,29.6041666666665,75.6458333333335,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,4,12.5,5,5,50,NA,NA,2017-01-01,NA,NA,NA,NA,NA
1,worldclim_2.5,12525501,29.6041666666665,75.8541666666665,3,3,2017-02-16,42.7901857906693,1,0,0,1,0,1,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,9.5,33.8235294117647,7.33333333333333,22,68.3333333333333,NA,NA,2016-12-25,2017-01-30,2017-01-04,2016-12-18,2017-01-20,2017-02-01
1,worldclim_2.5,12525502,29.6041666666665,75.8958333333335,14,13,2017-01-10,36.7985918702926,10,0,1,6,1,11,2,0,0,0,4,1,71,41.7760469077448,0,0,NA,NA,NA,NA,NA,NA,41,56.1693866799345,2017-02-15,30.6804316933268,4,3,2,1,0,4,1,0,0,6.38461538461539,18.9308348170577,6.92857142857143,97,69.2857142857143,NA,NA,2016-12-25,2017-02-04,2016-12-30,2016-12-15,2017-01-28,2017-02-24
1,worldclim_2.5,12534119,29.5625,74.9375,2,2,2017-04-08,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,3,12.8,4,8,56,NA,NA,2016-12-23,2017-01-26,2016-12-24,2016-12-22,2017-01-25,2017-01-27
1,worldclim_2.5,12534120,29.5625,74.9791666666665,2,2,2017-03-05,58.8897274573418,0,0,0,1,0,1,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,6,16.9142857142857,7,14,100,NA,NA,2017-01-01,2017-03-20,2017-01-06,2016-11-11,2017-02-03,2017-04-04
1,worldclim_2.5,12534135,29.5625,75.6041666666665,4,4,2017-01-19,36.0141572096241,4,1,1,2,1,4,3,2,3,0,0,2,116.730769230769,65.5277392818081,127.619047619048,71.8960890386092,65,53.5723809439155,134.444444444444,71.2264179527448,NA,NA,NA,NA,2017-01-12,30.963106731958,1,1,1,1,3,2,3,0,3,30.5,5.59665843494366,31.5,126,135.25,NA,NA,2017-01-07,2017-02-27,2017-01-14,2017-01-02,2017-02-22,2017-03-04
1,worldclim_2.5,12542759,29.5208333333335,74.9375,1,1,2017-04-04,7.77817459305202,0,1,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,6,21.3333333333333,7,7,128,NA,NA,2016-12-23,2017-02-12,NA,NA,NA,NA
1,worldclim_2.5,12542760,29.5208333333335,74.9791666666665,3,3,2017-03-06,40.1637274166629,1,0,0,2,0,2,0,0,0,0,1,0,41.6666666666667,14.4337567297406,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-03-10,6.36396103067893,0,0,0,0,1,0,1,0,0,7.5,15.7916666666667,6,18,57.3333333333333,NA,NA,2016-12-30,2017-01-16,2017-01-01,2016-12-29,2017-01-11,2017-02-23
1,worldclim_2.5,12542761,29.5208333333335,75.0208333333335,2,2,2017-02-22,37.8499543938833,2,0,0,1,0,1,0,0,0,0,0,1,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,6.5,13.9125,7.5,15,79.5,NA,NA,2016-12-30,2017-02-20,2017-01-06,2016-12-27,2017-01-28,2017-02-23
1,worldclim_2.5,12542769,29.5208333333335,75.3541666666665,8,8,2017-01-25,33.0736551754817,5,0,0,2,0,4,0,0,0,1,1,2,34.5,18.3380946198266,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2017-02-01,22.2473469079898,1,0,1,1,0,1,1,0,1,8.71428571428571,7.44157663065227,8.625,69,56,NA,NA,2017-01-20,2017-02-27,2017-01-22,2017-01-08,2017-02-19,2017-03-04
1,worldclim_2.5,12551400,29.4791666666665,74.9791666666665,4,4,2017-02-21,41.8019138317853,2,0,0,1,2,2,0,0,0,0,1,2,33.6666666666667,28.2901631902917,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-03-12,6.62319157707722,0,0,1,0,1,1,1,0,1,13,7.74931318681319,14,56,68.75,NA,NA,2016-12-30,2017-02-02,2017-01-02,2016-12-27,2017-01-22,2017-02-28
1,worldclim_2.5,12551401,29.4791666666665,75.0208333333335,1,1,2017-02-07,18.7705443004015,1,0,0,0,0,1,0,0,0,0,1,0,25.5,34.6482322781408,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,7,7.42857142857143,8,8,52,NA,NA,2017-01-15,NA,NA,NA,NA,NA
1,worldclim_2.5,12551411,29.4791666666665,75.4375,1,1,2017-02-22,34.0440890610984,1,0,0,1,0,1,0,0,0,0,0,0,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,31,4.09677419354839,32,32,127,NA,NA,2017-01-10,2017-02-20,2017-01-13,2017-01-07,2017-02-18,2017-02-22
